email,result,reason,disposable,accept_all,role,free,user,domain,mx_record,mx_domain,did_you_mean
vdp@themissinglink.com.au,unknown,temporarily_blocked,false,false,false,false,vdp,themissinglink.com.au,au-smtp-inbound-1.mimecast.com,mimecast.com,
vmware.psirt@broadcom.com,valid,accepted_email,false,true,false,false,vmware.psirt,broadcom.com,mx1.smtp.goog,smtp.goog,
vuln@airbus.com,valid,accepted_email,false,false,false,false,vuln,airbus.com,mx1.myeers.net,myeers.net,
vuln@enisa.europa.eu,valid,accepted_email,false,false,false,false,vuln,enisa.europa.eu,prometheus.enisa.europa.eu,europa.eu,
vuln@fsec.or.kr,valid,accepted_email,false,true,false,false,vuln,fsec.or.kr,spam.fsec.or.kr,fsec.or.kr,
vuln_notice@krcert.or.kr,valid,accepted_email,false,false,false,false,vuln_notice,krcert.or.kr,imss.krcert.or.kr,krcert.or.kr,
vulncoord@ncsc.fi,valid,accepted_email,false,true,false,false,vulncoord,ncsc.fi,mail1.traficom.fi,traficom.fi,
vulnerabilities.caliptra-wg@lists.chipsalliance.org,valid,accepted_email,false,false,false,false,vulnerabilities.caliptra-wg,lists.chipsalliance.org,lb01.groups.io,groups.io,
vulnerabilities@zephyrproject.org,valid,accepted_email,false,true,false,false,vulnerabilities,zephyrproject.org,mx1.forwardemail.net,forwardemail.net,
vulnerability-disclosure@dtexsystems.com,valid,accepted_email,false,true,false,false,vulnerability-disclosure,dtexsystems.com,dtexsystems-com.mail.protection.outlook.com,outlook.com,
vulnerability-report@catonetworks.com,valid,accepted_email,false,true,false,false,vulnerability-report,catonetworks.com,catonetworks-com.mail.protection.outlook.com,outlook.com,
vulnerability.disclosures@eset.com,valid,accepted_email,false,false,false,false,vulnerability.disclosures,eset.com,a.mx.eset.com,eset.com,
vulnerability@acer.com,valid,accepted_email,false,true,false,false,vulnerability,acer.com,acer-com.mail.protection.outlook.com,outlook.com,
vulnerability@konghq.com,valid,accepted_email,false,true,false,false,vulnerability,konghq.com,aspmx.l.google.com,google.com,
vulnerability@ncsc.ch,valid,accepted_email,false,false,false,false,vulnerability,ncsc.ch,mail.ncsc.ch,ncsc.ch,
vulnerability@nibegroup.com,valid,accepted_email,false,true,false,false,vulnerability,nibegroup.com,mxa-00373502.gslb.pphosted.com,pphosted.com,
vulnerability@openam.jp,valid,accepted_email,false,false,false,false,vulnerability,openam.jp,sky.osstech.co.jp,osstech.co.jp,
vulnerability@spartanssec.com,valid,accepted_email,false,false,false,false,vulnerability,spartanssec.com,spartanssec-com.mail.protection.outlook.com,outlook.com,
vulnerabilityreporting@secomea.com,valid,accepted_email,false,false,false,false,vulnerabilityreporting,secomea.com,secomea-com.mail.protection.outlook.com,outlook.com,
vulnreport@tenable.com,unknown,temporarily_blocked,false,false,false,false,vulnreport,tenable.com,us-smtp-inbound-1.mimecast.com,mimecast.com,
vuls@jpcert.or.jp,valid,accepted_email,false,false,false,false,vuls,jpcert.or.jp,mx21.jpcert.or.jp,jpcert.or.jp,
xpdf@xpdfreader.com,valid,accepted_email,false,false,false,false,xpdf,xpdfreader.com,mail.xpdfreader.com,xpdfreader.com,
zdi-disclosures@trendmicro.com,valid,accepted_email,false,false,false,false,zdi-disclosures,trendmicro.com,mad666.in.tmes.trendmicro.com,trendmicro.com,
zowe-security@lists.openmainframeproject.org,valid,accepted_email,false,false,false,false,zowe-security,lists.openmainframeproject.org,lb01.groups.io,groups.io,
